"Hash","LongName","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of Bugs"
"07287d3f6f5f368b9b6a815f3926257e42845f71","org.broadleafcommerce.openadmin.security.BroadleafAdminAuthenticationSuccessHandler.getLoginUri()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169f0bbfec129b2b2db37bf8d20ae4c6d373f6c0","org.broadleafcommerce.core.search.service.solr.BroadleafCloudSolrServer.isReindexClient()Z","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169f0bbfec129b2b2db37bf8d20ae4c6d373f6c0","org.broadleafcommerce.core.search.service.solr.BroadleafCloudSolrClient.isReindexClient()Z","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1e8b29ba6d27d72811406cce7db53ed3fa903475","org.broadleafcommerce.core.web.checkout.stage.CheckoutStageType.getType()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1e8b29ba6d27d72811406cce7db53ed3fa903475","org.broadleafcommerce.core.web.checkout.stage.CheckoutStageType.getOrder()I","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1e8b29ba6d27d72811406cce7db53ed3fa903475","org.broadleafcommerce.core.web.checkout.model.BillingInfoForm.getEmailAddress()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1e8b29ba6d27d72811406cce7db53ed3fa903475","org.broadleafcommerce.core.web.checkout.stage.CheckoutStageType.getFriendlyType()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27ef2467b7432e825811b791c96788f417fc8d4b","org.broadleafcommerce.core.workflow.state.RollbackFailureException.getOriginalWorkflowException()Ljava/lang/Throwable;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37e793da422e9a294738995ebf0f37be884bf5fd","org.broadleafcommerce.core.offer.service.discount.PromotionDiscount.getItemCriteria()Lorg/broadleafcommerce/core/offer/domain/OfferItemCriteria;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4668ccc6de84817bb25442ffa3e7e2033477d008","org.broadleafcommerce.core.web.catalog.CategoryHandlerMapping.getDefaultTemplateName()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4a2770ad7b1c8d244b026f013ac6cc58ca65cb61","org.broadleafcommerce.profile.core.service.validator.RegistrationValidator.getValidPasswordRegex()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4a2770ad7b1c8d244b026f013ac6cc58ca65cb61","org.broadleafcommerce.core.web.controller.account.validator.ChangePasswordValidator.getValidPasswordRegex()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4a2770ad7b1c8d244b026f013ac6cc58ca65cb61","org.broadleafcommerce.profile.core.service.validator.RegistrationValidator.getValidNameRegex()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71ed100532a1cdcca0779a75bab5b442a72b15e9","org.broadleafcommerce.core.payment.service.NullPaymentGatewayConfigurationServiceImpl.getTransactionService()Lorg/broadleafcommerce/common/payment/service/PaymentGatewayTransactionService;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71ed100532a1cdcca0779a75bab5b442a72b15e9","org.broadleafcommerce.core.payment.service.NullPaymentGatewayConfigurationServiceImpl.getConfiguration()Lorg/broadleafcommerce/common/payment/service/PaymentGatewayConfiguration;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
